bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,sqft_above,sqft_basement,view,waterfront,yr_renovated,price
3,3.3,1573,2632,2.0,1,4,1966,820,753,0,0,0,553576
2,3.9,4069,10746,1.5,4,7,1965,3323,746,2,0,2012,1378532
1,3.3,3650,11038,2.0,2,9,1977,2963,687,1,0,0,1155421
3,3.6,2105,4504,1.5,4,9,2021,1383,722,0,0,0,746770
3,2.8,2794,7034,2.0,2,1,1959,2252,542,3,0,0,933823
2,3.5,4162,13294,1.0,3,5,1959,3416,746,2,0,2021,1302417
5,3.4,4982,10296,1.0,4,7,1959,4741,241,3,0,0,1560035
4,2.1,1483,4456,1.5,2,7,1977,993,490,4,0,2005,668080
4,2.7,851,2760,1.5,4,6,1973,400,451,0,0,0,411822
3,3.4,2224,3839,1.5,4,4,1968,1517,707,2,0,0,797596
6,1.1,2451,6725,1.5,4,3,2017,1954,497,1,0,0,825722
6,3.4,1779,3838,1.0,1,9,2005,1345,434,1,0,0,719520
2,1.5,2407,7969,2.0,2,4,2016,1627,780,1,0,0,777233
4,2.5,1524,3008,1.5,1,8,1991,1041,483,1,0,2013,645934
3,3.4,1045,3898,1.5,1,1,1961,599,446,2,0,0,456384
5,1.8,4674,12046,2.0,2,7,1967,4291,383,4,0,0,1522701
4,1.7,2881,5747,2.0,4,6,1972,2372,509,1,0,0,973708
3,2.2,1388,3601,2.0,1,1,1955,1219,169,1,0,0,506667
3,3.7,1605,4047,1.5,1,4,2002,656,949,1,0,0,582507
1,1.0,3049,7842,1.0,1,5,1991,2181,868,4,0,0,1013417
5,3.7,2490,7380,1.5,4,8,2015,2168,322,0,0,0,897149
1,1.5,4498,12607,1.5,1,4,1979,3651,847,1,0,0,1328839
2,4.0,4275,8013,2.0,3,3,1958,3802,473,1,0,0,1287151
1,3.9,3312,5510,1.0,2,2,1991,3081,231,1,0,0,1013391
1,2.5,1420,4719,2.0,3,4,1983,725,695,0,0,0,488097
4,2.5,2561,7425,1.5,4,4,1989,2203,358,1,0,1990,868498
6,2.4,4987,11956,2.0,1,5,1966,4713,274,0,0,0,1483399
3,2.9,4139,14572,1.0,2,7,1978,3198,941,0,0,0,1262548
5,1.3,3665,9053,2.0,1,9,1999,2755,910,3,0,0,1248168
1,1.1,4935,17222,2.0,4,2,1998,4904,31,3,0,0,1451804
5,1.2,3144,7119,2.0,2,5,2010,2968,176,1,0,0,980694
6,2.3,1545,2598,1.0,3,9,1995,629,916,2,0,2003,706126
6,1.8,4056,15540,1.0,2,3,1995,3992,64,3,0,0,1279068
1,2.9,3181,7909,2.0,1,1,1966,2472,709,3,0,0,977329
2,4.0,3699,12878,1.0,2,2,2015,3673,26,2,0,0,1131063
1,2.2,1438,3160,1.0,4,6,1954,776,662,4,0,0,622463
4,2.7,941,2932,1.0,4,5,2003,400,541,1,0,0,474661
3,2.2,3050,11233,1.5,2,1,1965,2572,478,4,0,0,1003280
2,3.5,4725,7579,1.5,4,1,1956,4458,267,4,0,2005,1481560
1,3.7,1096,3919,1.0,4,4,1957,500,596,0,0,0,424552
5,3.6,2005,5871,1.0,4,4,2021,1940,65,0,0,0,715584
2,3.9,1361,4108,1.5,3,6,1987,1229,132,1,0,2005,559399
2,1.1,3140,8816,1.5,1,6,2003,2236,904,2,0,0,1019850
1,3.5,4231,15596,1.0,4,6,1964,3316,915,0,0,2016,1262207
2,3.3,2051,3299,1.0,2,1,1999,1686,365,3,0,0,720073
5,1.7,3736,8042,2.0,4,9,2005,3655,81,1,0,0,1238624
6,3.9,2236,8249,2.0,3,7,1958,1344,892,4,0,2000,934562
2,1.4,1949,6589,2.0,2,7,1957,1119,830,1,0,0,666096
6,3.0,764,1179,2.0,1,7,1968,400,364,0,0,0,403147
5,1.7,3159,8821,1.0,2,2,2000,2832,327,2,0,0,1017509
1,2.3,3221,9095,2.0,2,2,2021,3124,97,4,0,0,1053452
3,3.2,1962,4909,1.5,2,6,2006,1378,584,2,0,2003,777137
2,2.7,4752,10661,2.0,2,7,2017,4426,326,1,0,2004,1445477
3,2.3,1945,6232,1.0,4,3,1980,1404,541,2,0,1995,654706
5,2.0,2798,5650,2.0,1,4,1952,2674,124,2,0,0,931900
2,3.5,3425,11978,1.5,4,3,1992,3216,209,1,0,0,1020811
6,1.4,2132,7478,1.0,3,7,1978,1146,986,4,0,0,867599
4,2.3,2874,7294,2.0,3,7,1959,2091,783,2,0,2021,1001823
3,3.7,1012,2235,1.0,2,4,1961,400,612,2,0,0,477919
2,3.5,715,1579,1.0,4,7,1995,583,132,1,0,0,410320
3,2.2,3831,10365,1.0,4,5,1979,3329,502,3,0,2002,1263049
2,3.3,2672,8814,1.0,1,1,1981,2516,156,2,0,0,801482
1,3.5,3653,8756,1.0,1,4,1996,3095,558,0,0,0,1051692
6,3.7,2206,6673,2.0,1,7,2012,1338,868,4,0,0,890578
3,2.6,2606,6400,1.5,4,2,1975,1732,874,2,0,0,860216
4,1.6,2067,4674,1.5,1,2,1952,1686,381,1,0,0,682305
4,1.8,2708,4230,1.0,1,1,1972,2687,21,0,0,0,812848
5,1.9,2831,4274,2.0,1,2,1999,1858,973,1,0,0,902993
2,2.8,2653,5486,2.0,2,8,1985,1701,952,2,0,0,906501
3,1.1,1628,4096,2.0,3,8,1962,1034,594,0,0,0,589464
5,2.9,4010,14548,2.0,3,8,1978,3592,418,4,0,0,1377786
3,2.1,4823,16862,2.0,4,1,1987,4352,471,4,0,0,1485885
2,1.9,4153,9003,2.0,4,1,1954,3920,233,4,0,0,1288159
4,3.6,2865,6049,2.0,2,4,1969,2294,571,3,0,0,1008086
1,2.4,3421,7075,1.0,3,6,1963,2968,453,1,1,0,1200665
4,1.3,1579,3707,2.0,1,8,1957,880,699,2,0,0,635710
5,3.5,4011,11012,1.5,1,2,1997,3442,569,0,0,0,1217559
6,1.1,3241,8415,2.0,4,3,1962,2471,770,1,0,0,1037330
1,3.2,3520,7200,2.0,3,6,1973,3359,161,2,0,0,1137284
5,3.3,728,1329,2.0,4,4,2014,428,300,3,1,0,594603
2,2.1,670,1026,2.0,4,2,1983,400,270,2,0,0,329709
1,3.5,794,1496,1.0,1,7,2000,793,1,1,0,2007,388423
5,2.5,4784,15612,1.0,1,4,1952,4514,270,2,0,1990,1457477
2,2.4,925,1950,1.0,3,8,2007,505,420,0,0,0,413087
4,1.1,1418,3788,2.0,4,8,2021,1276,142,3,0,0,645567
6,1.9,3753,11177,2.0,2,7,2004,3054,699,0,0,1991,1199556
2,3.8,998,3709,2.0,3,9,1991,400,598,3,1,0,679481
3,2.2,3309,12316,2.0,4,4,1970,2457,852,3,0,0,1135615
2,2.6,1325,4457,2.0,3,7,1959,400,925,2,0,0,564620
2,2.6,4279,6794,2.0,3,1,2006,3303,976,0,0,0,1246469
6,2.8,2358,6927,2.0,3,4,1974,1365,993,3,0,1998,860074
3,1.2,2618,9075,2.0,2,2,2005,1883,735,3,0,0,896731
5,2.1,645,995,2.0,2,9,1987,400,245,2,0,0,447363
5,3.2,4077,11718,1.0,1,5,2010,3386,691,1,0,1995,1285157
2,1.6,692,2521,2.0,1,3,1996,400,292,1,0,0,305989
3,1.6,4388,11782,1.5,4,4,2003,3522,866,4,0,0,1361205
3,1.0,551,832,1.0,3,6,1995,515,36,4,0,0,419420
6,2.3,2910,4445,2.0,4,1,2017,2804,106,3,0,0,1006510
4,3.6,2320,5896,1.5,1,7,1953,2024,296,1,0,2012,828997
5,1.2,3464,6538,2.0,2,8,2015,2724,740,3,0,2017,1193468
6,1.6,3021,9549,1.0,1,7,1992,2197,824,0,0,0,956169
1,1.9,2369,7751,1.5,4,7,2011,2273,96,1,0,0,769794
5,3.2,3068,5966,1.5,1,9,1953,2788,280,1,0,0,1062178
6,2.9,2367,8808,1.0,4,4,2014,2258,109,1,0,2004,816444
5,2.2,3238,8434,1.5,4,7,2011,2690,548,4,0,0,1148293
4,3.3,3769,6999,1.0,4,9,1951,3218,551,2,0,0,1274250
1,2.8,3699,12615,1.0,4,5,1958,3103,596,2,0,0,1147489
4,3.7,3079,10699,1.0,1,2,2006,2266,813,4,0,1990,1047663
1,3.5,4505,13957,1.0,4,5,1994,4318,187,4,0,0,1423460
2,1.8,740,2688,2.0,4,4,1967,400,340,4,0,0,447549
6,1.8,3940,13173,1.0,3,8,1997,3071,869,2,1,0,1449158
1,1.4,1907,7066,2.0,4,5,1991,1420,487,3,0,0,718421
4,2.0,4002,10344,2.0,1,9,1990,3649,353,4,0,0,1325160
5,4.0,4538,15288,1.5,4,9,2007,4520,18,3,0,0,1540592
1,2.2,582,2327,2.0,2,3,1991,400,182,3,0,0,364331
6,1.7,4268,14137,2.0,2,6,1984,3876,392,0,0,0,1318026
1,3.3,1450,2588,2.0,4,6,1987,614,836,2,0,0,612584
3,2.6,1110,3103,1.0,2,4,2016,850,260,3,0,2015,499688
5,1.4,4105,12185,2.0,2,3,1990,3121,984,2,0,0,1279440
6,2.1,3783,7322,2.0,1,1,1999,3374,409,2,0,0,1210041
6,2.2,2673,10444,1.0,3,7,2021,2271,402,0,0,0,953993
2,3.3,3984,7724,1.0,2,5,1994,3315,669,2,0,0,1260681
4,1.1,2022,3930,1.0,2,7,2020,1539,483,3,0,0,749483
2,1.8,3101,11746,2.0,3,1,1968,2798,303,1,0,1996,950069
6,2.6,3157,8407,1.5,3,8,1966,2534,623,3,0,2003,1109705
5,1.8,2659,4408,2.0,2,3,2014,2004,655,3,0,0,906865
1,2.9,2949,8833,1.0,4,7,2005,2182,767,2,0,0,987578
1,2.4,4330,13009,2.0,2,3,1990,3364,966,3,0,0,1372444
5,2.1,621,1031,1.0,4,3,1991,604,17,1,0,0,363807
6,3.8,4868,19137,1.0,4,9,1955,4685,183,2,0,0,1618769
1,2.9,1817,5196,1.5,4,2,2018,1413,404,4,0,0,707911
1,1.4,4993,14477,1.0,3,4,1989,4195,798,3,0,0,1483327
1,2.7,3018,8451,1.0,2,6,1990,2122,896,3,0,1998,1020810
4,3.3,1730,5236,1.0,2,3,1958,1600,130,0,0,0,639176
4,3.1,1633,3528,1.5,1,7,1957,1155,478,4,0,0,729637
3,1.5,1801,3994,2.0,3,7,1993,1009,792,4,0,0,765855
2,3.9,4534,12597,2.0,1,5,2007,3778,756,1,0,2013,1355039
5,2.3,2410,8475,1.5,1,3,2016,2403,7,4,0,0,891239
5,1.5,2005,3257,1.0,4,2,1962,1301,704,0,0,0,635280
5,1.5,3685,11086,1.5,3,4,1968,3368,317,1,0,0,1145603
3,1.3,2416,8496,2.0,1,4,1998,2026,390,4,0,1994,887834
4,3.4,4048,7660,1.0,2,8,1979,3530,518,1,0,0,1310758
6,1.4,3257,5007,1.0,1,8,2015,3122,135,4,0,0,1170286
6,1.4,2456,5604,1.0,3,5,2008,1926,530,4,1,0,1061804
3,3.6,678,2013,2.0,2,6,2002,400,278,4,0,0,423333
6,2.0,1396,2576,1.0,2,8,2001,746,650,3,0,2007,630611
5,1.1,2051,5261,2.0,2,1,1980,1685,366,4,0,0,762174
2,1.2,991,2854,1.0,4,5,1964,503,488,3,0,0,470577
1,1.4,560,1678,1.0,2,4,1969,400,160,2,0,0,328800
4,1.6,1577,3447,1.5,4,4,1954,1567,10,0,0,1992,564863
4,3.0,3395,8487,1.5,4,2,1956,2398,997,1,0,0,1048737
3,1.5,4660,16057,1.0,1,1,1967,4108,552,1,0,0,1338143
4,1.4,4183,16117,1.0,1,6,2005,3738,445,2,0,0,1325582
5,3.3,1085,3965,1.0,2,7,1994,972,113,4,0,0,554176
6,3.0,4460,12981,1.0,3,5,1977,3769,691,0,0,0,1378019
5,2.3,4270,10784,1.0,2,8,1999,3565,705,2,0,0,1355994
3,2.6,1034,2411,2.0,1,9,1951,839,195,2,0,0,525543
5,1.9,3962,7180,1.5,2,2,2017,3103,859,1,0,2007,1215030
6,2.4,4511,7968,2.0,1,4,1973,3775,736,3,0,0,1447672
2,2.5,3898,12555,1.0,2,9,1997,3056,842,3,0,0,1319331
3,2.2,2655,5706,1.0,3,5,1994,2333,322,4,0,0,955307
2,3.7,1504,3213,1.0,2,3,2007,569,935,4,0,0,638738
1,1.0,2999,11982,1.5,3,6,1985,2227,772,2,0,0,980517
2,3.3,826,1627,1.5,3,3,1951,400,426,4,1,0,582218
1,1.4,3206,5995,1.0,2,5,1967,2579,627,3,1,0,1181907
1,3.4,501,875,2.0,3,3,1998,400,101,0,0,2004,211720
2,2.8,1533,4521,1.5,3,6,1957,872,661,1,1,0,750197
3,3.5,2981,9150,1.0,1,5,2007,2352,629,3,0,0,966239
6,1.3,624,1505,1.0,1,9,1964,460,164,4,0,1991,483010
5,2.7,1604,4553,1.5,3,3,1966,1353,251,1,0,0,637060
5,2.5,3199,11103,2.0,4,6,1972,2421,778,1,0,0,1079074
6,3.1,2361,8370,1.0,2,8,2015,2318,43,2,0,0,909865
1,2.6,3420,13320,1.0,3,7,2019,2951,469,4,1,0,1337322
1,2.6,628,2236,1.5,2,6,1976,400,228,2,0,2014,350893
3,2.3,937,2728,1.0,1,2,1986,757,180,1,0,0,349608
4,1.9,3048,5940,2.0,2,7,1998,2972,76,2,0,0,1035324
2,2.4,3629,6348,2.0,3,8,2013,3256,373,4,0,0,1230407
1,1.4,1721,2816,1.0,3,1,1983,1094,627,3,0,2017,599065
5,3.9,1401,4436,1.0,3,9,1967,445,956,0,0,0,616238
3,3.1,3668,12907,2.0,3,4,2013,3602,66,3,0,2006,1193947
2,3.9,4986,13819,1.0,4,8,1993,4462,524,1,0,0,1535864
3,1.7,4418,7231,1.0,4,7,1966,4327,91,3,0,0,1371382
2,3.6,1567,4448,2.0,4,7,2008,810,757,2,0,0,656302
2,3.4,526,2019,1.0,3,2,1962,400,126,4,0,0,348795
6,3.0,1047,3134,1.5,4,1,2001,400,647,3,0,0,494419
1,2.9,3168,11162,1.0,2,4,2009,2316,852,3,0,1997,1049509
3,1.9,1066,3731,2.0,3,2,1991,823,243,4,1,0,685583
3,3.4,1203,4607,1.0,1,8,2013,863,340,2,0,0,551982
6,2.5,4780,16374,2.0,3,7,2015,3878,902,0,0,0,1488213
5,1.2,3640,12264,2.0,2,8,1983,2856,784,3,1,0,1385665
5,1.9,2090,4358,1.0,4,6,2020,1787,303,1,0,2014,780608
1,3.8,1305,2153,1.5,3,1,2013,908,397,2,0,0,483942
1,3.6,4291,11989,1.0,4,9,1982,3589,702,2,0,0,1369449
4,3.9,1857,3363,1.5,3,6,1961,1410,447,3,0,0,748611
6,2.9,3725,14547,2.0,2,1,1968,3629,96,4,0,0,1184282
5,1.7,4118,9161,1.5,3,1,1958,3788,330,3,0,0,1280963
2,1.5,2626,9538,1.0,4,8,1966,2422,204,3,0,0,917047
3,1.6,2960,7308,2.0,4,6,1999,2512,448,4,1,0,1202224
1,1.1,1045,2411,1.0,2,8,1988,628,417,1,0,0,394859
3,2.2,3228,12388,2.0,3,8,1990,2580,648,4,0,0,1145152
3,1.6,4234,10196,2.0,1,8,1959,4158,76,3,0,0,1364031
4,2.2,3062,7580,1.0,3,7,1961,2167,895,0,0,0,981358
5,3.8,2579,4552,1.0,2,7,1964,2031,548,4,0,0,1013096
1,2.3,3141,9976,2.0,1,4,1977,2344,797,1,0,0,955622
3,3.6,3614,8030,2.0,2,9,1953,3190,424,4,0,2015,1282762
1,2.8,2426,7190,1.0,3,2,1985,1998,428,4,0,0,829909
2,1.7,1116,3323,1.0,1,9,2014,632,484,2,0,0,545722
4,2.1,4144,13666,1.5,2,3,1996,3330,814,2,0,0,1276041
2,1.3,1703,5727,1.0,4,2,1988,1569,134,3,0,2018,631771
1,2.0,2259,6293,1.0,1,4,1987,1606,653,3,0,0,787439
1,3.0,3065,7133,1.0,1,5,1993,2812,253,4,0,1990,1063966
5,1.2,3674,13202,1.0,2,2,2000,3115,559,0,0,0,1087525
3,1.6,3581,8145,1.5,4,1,1975,3327,254,3,0,0,1096584
3,2.1,3130,8666,2.0,1,5,1985,2485,645,4,0,0,1081656
2,3.9,3661,9163,2.0,2,9,2018,2860,801,4,0,0,1289197
4,3.4,4821,17537,1.0,1,5,1950,4102,719,4,0,0,1482145
6,3.2,1169,3015,1.5,1,9,2002,671,498,4,0,0,609662
3,1.3,3668,9042,1.5,1,6,1955,3056,612,4,0,2020,1225630
5,3.3,2621,8451,1.0,4,3,1986,2138,483,2,0,0,937181
2,3.4,4578,13761,2.0,3,4,1951,4533,45,1,0,0,1387754
2,2.8,4651,8223,1.5,3,4,2018,4209,442,1,0,0,1411957
6,4.0,1219,3377,2.0,4,1,1990,638,581,4,0,0,593547
5,2.0,3100,10349,1.5,4,3,2000,2453,647,3,0,0,1046066
4,3.8,4098,16310,2.0,2,3,1996,3307,791,0,0,0,1243214
5,3.7,1166,3582,1.0,1,1,1962,588,578,4,0,0,541419
4,1.0,783,1899,1.5,4,9,2018,780,3,0,0,0,410474
5,2.4,4403,9093,1.0,2,1,2015,3668,735,2,0,0,1325951
5,3.9,4065,14967,2.0,3,9,2008,4065,0,1,0,0,1375758
1,1.3,2734,9668,2.0,3,1,2017,2445,289,2,0,0,827745
2,2.6,1965,4096,2.0,3,2,2008,1857,108,3,0,1997,744279
5,3.9,629,1258,2.0,3,2,1959,400,229,3,0,0,401045
6,2.7,2560,8416,2.0,2,6,1962,1986,574,4,0,0,976551
5,1.6,4172,9542,1.0,1,7,1951,3713,459,3,0,0,1340154
3,2.7,2994,6784,1.5,2,1,1964,2729,265,3,0,2009,981908
2,1.6,1492,2806,2.0,1,3,1995,1355,137,2,0,0,539250
3,2.6,2621,5661,2.0,3,2,2006,2188,433,0,0,0,809765
2,1.2,3084,7922,2.0,4,8,1959,3041,43,1,0,0,1025353
3,2.8,4696,15647,1.0,4,9,1971,3811,885,3,0,1999,1551933
5,2.6,2723,6373,1.0,4,2,1957,2214,509,3,0,0,917489
5,3.2,3688,8561,2.0,1,2,1970,2745,943,2,0,0,1187828
1,2.9,3737,8267,1.5,3,9,1971,2755,982,1,0,0,1229773
6,2.6,4636,12497,1.0,2,4,1994,4375,261,2,0,2008,1409493
3,3.1,843,1645,2.0,4,5,1989,400,443,0,0,0,379201
4,1.4,4961,13464,2.0,1,9,1971,4329,632,2,0,0,1580483
1,2.8,2776,9050,1.0,4,6,1979,2625,151,1,0,2005,920853
3,1.5,3701,5827,2.0,2,9,2011,3489,212,1,1,0,1377451
3,3.8,1388,2115,2.0,3,9,1994,1155,233,3,0,0,665649
1,1.2,2543,4292,2.0,2,7,1984,1681,862,0,0,0,802062
5,2.3,1841,5226,2.0,3,9,1991,1219,622,4,0,1998,839090
3,3.1,4220,15344,1.5,3,5,1954,3267,953,3,0,0,1341228
5,2.4,3383,5115,1.0,3,5,1976,3023,360,2,0,2012,1111528
1,1.3,4712,18101,1.0,4,8,2019,4393,319,2,0,0,1464644
5,2.7,2915,5147,1.0,2,4,2011,2694,221,1,0,0,967932
2,2.9,1617,5829,1.5,4,9,1981,666,951,1,0,0,641489
4,3.1,4763,12894,1.0,2,7,1957,4026,737,1,0,0,1482196
3,2.1,3501,11022,1.0,1,7,1967,3292,209,4,0,2013,1181393
6,2.7,2238,6214,1.0,1,3,1964,1843,395,4,1,0,959520
4,2.4,1864,5019,1.0,2,4,1975,934,930,3,0,0,702242
5,3.0,3208,11507,2.0,2,7,2002,2626,582,4,0,0,1123301
3,2.8,1424,4826,1.0,2,5,1993,936,488,1,0,0,539555
5,2.6,651,1763,1.5,2,3,1981,400,251,3,0,0,370659
2,1.7,1085,1930,1.5,3,1,1977,485,600,3,0,0,462794
1,1.0,1412,2525,1.0,4,7,1988,639,773,0,1,1992,667569
3,1.5,2821,9884,2.0,3,6,1981,1861,960,4,0,0,1034600
2,1.4,995,2809,1.5,4,7,1967,400,595,2,0,0,452508
2,2.3,4295,11613,1.0,4,2,2019,3832,463,2,0,0,1298302
3,2.8,2648,8477,1.0,4,4,1960,1949,699,0,0,0,828376
5,1.6,1056,3851,1.0,3,2,1981,433,623,1,1,0,563493
6,3.8,2052,6304,1.0,2,8,1969,1601,451,0,0,1999,767345
2,1.0,2620,8926,1.0,3,7,1989,2208,412,1,0,0,901481
4,3.3,3585,12236,1.5,3,1,1957,2652,933,4,0,0,1186772
2,2.9,4004,9572,2.0,4,2,1984,3254,750,4,0,0,1283087
6,2.1,656,1433,2.0,1,2,2018,400,256,3,0,0,407097
5,1.2,1234,4322,1.0,1,4,1970,979,255,3,0,0,544803
5,2.9,3776,9224,1.0,3,3,1973,3627,149,3,0,0,1228039
4,2.2,654,2457,1.5,4,1,1966,528,126,3,0,0,378990
2,3.8,1496,2504,1.0,3,2,1967,1105,391,2,0,0,564729
5,2.6,2794,4597,1.0,3,9,1961,1964,830,3,0,2007,1095878
6,3.8,3405,12998,2.0,2,1,1965,2926,479,3,0,1998,1157646
3,1.7,1677,5234,1.0,4,9,1953,685,992,3,0,0,703226
1,3.2,653,1599,2.0,1,7,1983,400,253,1,0,0,376406
1,2.9,4687,15877,1.0,1,2,1995,3765,922,3,0,2004,1419800
1,3.2,2216,7048,2.0,1,2,1980,1815,401,0,1,0,846501
2,1.6,3702,10469,2.0,3,5,1974,3429,273,3,0,0,1202326
4,3.0,3357,5865,2.0,4,5,1973,2513,844,3,0,0,1130264
5,2.5,1286,4540,1.0,2,4,2014,400,886,2,0,0,535936
3,3.2,4868,17841,2.0,1,3,1974,3911,957,3,1,0,1684510
6,2.0,4772,9211,2.0,4,4,1977,3863,909,1,0,0,1468950
3,3.7,4267,15473,2.0,1,4,1985,4129,138,4,0,2005,1372403
6,1.3,3378,12480,1.5,2,2,1955,3276,102,3,0,0,1093779
2,3.4,1142,3281,2.0,4,5,2015,901,241,3,0,2016,534255
1,3.6,1165,3658,1.0,3,5,2016,1049,116,3,1,0,698994
2,3.5,3926,9640,1.5,3,5,2021,3713,213,2,0,2011,1239734
4,2.5,4283,9441,2.0,1,1,1997,3800,483,4,0,0,1347536
4,2.3,4201,13884,1.0,1,6,2019,3673,528,2,0,0,1310650
6,4.0,1569,5734,1.0,4,2,2016,879,690,2,0,0,682367
5,1.7,2849,8932,1.5,2,7,1997,2626,223,2,0,0,999839
5,2.6,1712,4757,2.0,1,4,2014,1443,269,1,0,0,648934
6,3.0,1652,3134,1.0,4,5,1993,828,824,4,0,0,745183
4,3.1,3011,4918,1.0,2,5,2012,2151,860,1,0,0,980336
4,1.6,643,1680,1.0,1,5,1995,510,133,1,0,0,362994
4,3.0,2989,4852,2.0,1,2,1968,2876,113,4,0,0,1021539
2,3.5,3728,10898,1.0,4,5,2013,3288,440,1,1,0,1359884
4,1.2,3705,9102,2.0,1,3,2020,3062,643,4,0,0,1191330
3,3.7,4743,16092,1.0,3,4,1999,4093,650,3,0,1993,1503987
1,1.1,3642,8245,2.0,2,2,2012,3278,364,2,0,0,1095951
4,2.1,3804,11345,2.0,2,4,1990,3573,231,1,0,0,1184941
6,1.0,1857,5281,1.0,3,9,1956,1400,457,4,0,1993,765206
1,1.2,3213,4857,1.0,4,8,1958,2839,374,0,0,0,984649
2,3.7,4685,7875,2.0,3,3,1953,4082,603,1,0,0,1440491
6,2.1,1857,4133,1.0,3,1,1998,1079,778,1,0,0,618330
1,2.3,4794,17764,1.0,2,1,1955,4184,610,4,0,0,1464047
6,1.6,3692,6894,2.0,4,6,1970,3486,206,0,0,0,1223378
2,2.8,800,2621,2.0,1,3,1964,400,400,0,0,0,342276
3,2.8,1223,4810,1.5,3,4,2016,756,467,3,0,2012,588960
2,2.1,3510,12202,1.0,3,1,2015,2629,881,1,0,0,1056441
2,2.0,567,1194,1.0,4,8,2005,400,167,2,0,0,379665
6,3.7,4336,16350,1.0,3,1,2017,3420,916,1,0,1997,1333205
5,2.1,4493,7785,2.0,4,5,1981,4173,320,2,0,0,1415812
4,2.5,3006,8027,2.0,1,6,2015,2914,92,2,0,2018,1013740
4,1.8,2037,7575,2.0,4,2,1978,1630,407,4,0,0,756852
3,3.4,897,2783,1.0,1,7,2015,740,157,1,0,0,449411
3,2.2,3857,9774,1.5,4,7,1983,2986,871,4,0,0,1346155
4,2.5,1663,3711,1.0,3,1,1976,1565,98,3,0,0,657134
5,1.8,1055,2571,1.0,1,4,2009,831,224,2,0,0,471957
4,4.0,4161,11535,2.0,3,4,1988,3310,851,0,0,0,1295074
5,1.9,2251,5171,1.0,1,5,1993,1811,440,2,0,0,796915
3,3.3,3441,13497,2.0,4,1,1985,2722,719,3,0,0,1143724
1,2.3,3157,12099,2.0,4,1,1968,2573,584,2,0,0,947312
6,1.6,3295,12114,2.0,4,7,1994,2305,990,4,1,0,1366677
3,3.4,2829,7226,2.0,2,9,1970,2429,400,1,0,0,979545
3,2.0,2459,7938,2.0,2,1,1972,1889,570,0,0,0,742619
2,3.6,2101,7893,1.5,1,2,1976,1303,798,4,0,0,747878
2,3.7,3293,11940,1.0,2,6,2021,3230,63,1,0,0,1067130
2,3.6,1980,5020,1.5,4,6,1968,1213,767,0,0,0,689618
6,1.1,1602,2853,1.5,2,2,1990,1043,559,3,0,0,645732
2,3.4,3776,6377,2.0,2,9,1975,3498,278,2,0,0,1270163
5,2.2,1799,5293,2.0,3,4,1977,1090,709,0,0,1992,625348
4,3.6,4379,13603,1.0,1,7,2013,3710,669,3,1,0,1560080
1,2.9,2035,7376,1.0,1,6,2017,1213,822,1,0,0,690485
3,3.5,577,1287,1.0,1,3,2000,400,177,0,0,2002,265648
5,2.5,3331,6391,2.0,2,8,1997,3084,247,3,0,1999,1162524
1,2.6,3910,9569,2.0,4,7,1959,3543,367,1,0,2006,1214393
5,1.4,3221,7678,2.0,3,9,1988,2478,743,4,0,0,1187801
5,3.4,4127,7557,1.0,1,3,1968,3510,617,2,0,0,1284804
3,2.3,2032,6463,1.0,2,1,2013,1062,970,3,0,2002,720043
4,2.5,737,2042,2.0,4,2,1968,640,97,4,0,2011,444682
2,3.4,2496,8243,2.0,3,1,2011,2229,267,1,0,0,764052
6,2.8,3927,9353,1.5,3,5,1962,3868,59,0,0,0,1244985
4,1.6,777,1798,2.0,1,2,1974,400,377,2,0,2016,330977
6,2.8,3589,9623,1.0,1,3,1991,3282,307,1,0,0,1111378
3,2.2,1023,3778,2.0,4,8,1988,531,492,3,0,0,554718
3,2.4,4775,7643,2.0,2,5,1979,4365,410,2,0,0,1471163
3,1.1,4718,16570,2.0,4,4,1954,4579,139,4,0,0,1475237
1,1.6,3622,8774,1.5,1,5,1967,2714,908,2,0,0,1086149
6,1.8,2297,8353,1.5,4,6,1970,1970,327,4,1,0,1069618
4,3.1,2631,9222,2.0,2,7,1999,2168,463,1,0,1999,928108
4,1.0,1315,3119,2.0,3,9,1955,614,701,0,0,0,525701
5,2.2,3194,10331,1.5,3,1,1999,2558,636,2,0,0,1000042
5,3.8,942,1788,2.0,3,4,2015,400,542,0,0,1994,456422
5,1.3,3640,13616,1.0,3,9,1950,3478,162,0,0,0,1172092
3,2.5,642,1612,2.0,1,5,2006,583,59,2,0,0,341597
4,3.4,4787,12633,2.0,1,8,1979,3863,924,2,0,0,1513241
6,3.8,1910,6234,1.0,2,1,2007,1880,30,0,0,0,692812
3,3.2,4973,17664,1.5,2,4,2001,4641,332,3,0,0,1562234
1,3.2,1034,2161,1.0,2,9,1986,959,75,3,0,0,533301
5,3.5,2216,6987,1.0,2,1,1997,1462,754,2,0,2001,770786
3,2.3,3864,9582,1.0,4,1,1950,3548,316,0,0,0,1085997
3,3.4,1532,3710,2.0,2,4,1968,763,769,0,0,0,587526
1,1.0,3842,12390,2.0,3,3,1995,3426,416,1,0,0,1127140
2,3.8,1910,4713,1.5,3,7,2016,943,967,0,0,0,678493
4,2.3,1672,3954,1.5,3,3,1951,1483,189,3,0,0,671031
6,2.7,1388,4982,1.5,4,1,2005,900,488,1,0,0,525096
